Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,RSI,Volatility,Volume_Ratio,Return_5d,Dist_from_High
2020-12-30,25.3799991607666,26.09000015258789,25.209999084472656,25.639999389648438,11142100,0.0,0.0,21.723599910736084,16.802899997234345,39.694654450903386,0.595417863459244,0.47870116847234173,0.1109185214213515,-0.5701592835915582
2020-12-31,25.540000915527344,25.68000030517578,24.43000030517578,25.43000030517578,14616900,0.0,0.0,21.890599918365478,16.89119999885559,37.26235805786977,0.5951680679840579,0.6363173528808065,0.03795919612962373,-0.5736798046158795
2021-01-04,25.350000381469727,25.479999542236328,23.399999618530273,23.729999542236328,23243700,0.0,0.0,22.02539991378784,16.96869999885559,33.949190973793776,0.5645512432691099,1.0599407321136682,-0.03458097575704011,-0.6021793975656284
2021-01-05,23.40999984741211,24.670000076293945,23.360000610351562,24.239999771118164,16639000,0.0,0.0,22.155999927520753,17.04629999637604,42.750930334518635,0.5548417571400124,0.7885055145390626,-0.050528824161063635,-0.5936295196807038
2021-01-06,24.149999618530273,24.950000762939453,23.690000534057617,24.329999923706055,16810600,0.0,0.0,22.27559991836548,17.119599995613097,44.41656679213205,0.5539812071785584,0.8099450572349578,-0.04174869993791919,-0.5921207158200895
2021-01-07,24.549999237060547,25.43000030517578,24.549999237060547,24.65999984741211,16079800,0.0,0.0,22.43279993057251,17.174149994850158,45.03722642212221,0.5015846918757185,0.796682430407091,-0.038221511917507334,-0.5865884456563933
2021-01-08,24.969999313354492,25.1200008392334,23.920000076293945,24.43000030517578,13493300,0.0,0.0,22.590799922943116,17.211500000953674,44.05340204725131,0.4927172873411696,0.7230760244510334,-0.03932363303182773,-0.5904442635332218
2021-01-11,23.799999237060547,24.540000915527344,23.610000610351562,24.139999389648438,10546800,0.0,0.0,22.77299991607666,17.253649997711182,43.73493654736014,0.49130779667883323,0.5872435389179413,0.01727770144632168,-0.5953059719675715
2021-01-12,24.18000030517578,24.540000915527344,23.93000030517578,24.520000457763672,9875400,0.0,0.0,22.94799991607666,17.316149997711182,48.429951162226594,0.485389796644974,0.5677241621952415,0.011551183551541389,-0.5889354596726075
2021-01-13,24.25,24.690000534057617,23.81999969482422,24.610000610351562,13711300,0.0,0.0,23.10759994506836,17.38579999923706,61.46926382390864,0.4644566457544683,0.8133924741931063,0.011508454070017882,-0.5874266558119933
2021-01-14,25.0,26.59000015258789,24.950000762939453,26.420000076293945,24922200,0.0,0.0,23.31259994506836,17.463099999427797,63.597727932783556,0.5337763091417586,1.5151949942182052,0.07137065043682611,-0.5570829941247908
2021-01-15,26.209999084472656,26.969999313354492,25.299999237060547,25.3799991607666,15861600,0.0,0.0,23.48919994354248,17.542249994277952,54.98752375860684,0.5535326070938532,0.9804707577514127,0.03888656748766195,-0.5745180467471472
2021-01-19,25.709999084472656,25.799999237060547,24.950000762939453,25.299999237060547,10777700,0.0,0.0,23.67199993133545,17.626749992370605,48.39159902695922,0.5536165749462002,0.670523100966369,0.04805301892051972,-0.5654414512780218
2021-01-20,25.65999984741211,25.969999313354492,24.8700008392334,25.190000534057617,10370400,0.0,0.0,23.8307999420166,17.71039999485016,48.59551382010544,0.5528069870197687,0.6664927125656988,0.027324635554066834,-0.5673308140519239
2021-01-21,25.0,25.450000762939453,24.600000381469727,24.989999771118164,10701900,0.0,0.0,23.991199951171875,17.78529999256134,45.40311547927721,0.5503789394902522,0.715119793039645,0.01544084320773087,-0.5707660727043805
2021-01-22,24.5,24.799999237060547,24.200000762939453,24.59000015258789,11290100,0.0,0.0,24.052799949645998,17.85319999217987,44.21487668443005,0.490581890527704,0.7903719685758169,-0.06926570470936788,-0.5610496259969233
2021-01-25,24.100000381469727,24.190000534057617,23.1200008392334,23.969999313354492,17265300,0.0,0.0,24.129799919128416,17.914449987411498,51.94174502584951,0.4497175430827078,1.2134457147977713,-0.05555555138046431,-0.5721171167889102
2021-01-26,24.149999618530273,24.420000076293945,23.5,23.65999984741211,9875100,0.0,0.0,24.212599906921387,17.967199988365174,45.15050348569473,0.45148923265884655,0.6892231713436819,-0.06482211221754086,-0.5776508451610851
2021-01-27,23.0,24.68000030517578,22.68000030517578,23.530000686645508,19694100,0.0,0.0,24.3061999130249,18.028049993515015,43.355488569532994,0.42585845872091677,1.358775576522845,-0.0658991588812291,-0.579971429946953
2021-01-28,24.43000030517578,25.200000762939453,23.950000762939453,24.15999984741211,17798900,0.0,0.0,24.388199920654298,18.087099990844727,46.04430360645843,0.4392789958343908,1.207867093834679,-0.03321328256534506,-0.5616040722221654
2021-01-29,24.049999237060547,24.350000381469727,22.270000457763672,22.649999618530273,26086000,0.0,0.0,24.414999923706056,18.139949989318847,38.28946975459703,0.48575265442276316,1.6848150601256022,-0.0788938805213244,-0.5890038220345107
2021-02-01,22.850000381469727,22.8700008392334,21.8799991607666,22.399999618530273,15020000,0.0,0.0,24.421799926757814,18.19519998550415,38.4920641928824,0.4860486344286133,0.9688347407883297,-0.06549852898616981,-0.5935402037661603
2021-02-02,22.799999237060547,23.309999465942383,22.360000610351562,22.940000534057617,12971900,0.0,0.0,24.47139995574951,18.247999987602235,39.76683896219471,0.43974028640293616,0.8653950713729613,-0.030431078529074673,-0.5837416026130711
2021-02-03,22.969999313354492,23.709999084472656,22.719999313354492,23.610000610351562,18660300,0.0,0.0,24.52319995880127,18.308599991798403,43.975903060720334,0.4458605296732978,1.2365483626103209,0.003399911660498134,-0.5715840981878562
2021-02-04,23.860000610351562,24.6200008392334,23.770000457763672,24.399999618530273,14813000,0.0,0.0,24.611399955749512,18.375599989891054,36.126368156075635,0.4621855725778212,0.9881423584068981,0.009933765423590035,-0.557168778688982
2021-02-05,24.639999389648438,25.450000762939453,24.360000610351562,24.719999313354492,16755200,0.0,0.0,24.68799995422363,18.44484998703003,44.9695114859647,0.4620206290862098,1.115189997687115,0.09139071654247277,-0.543995577737705
2021-02-08,25.0,25.25,24.719999313354492,25.010000228881836,11663200,0.0,0.0,24.737199974060058,18.512549986839293,47.85820479857464,0.4621137243602238,0.7810342449149603,0.1165178863749825,-0.5386459942581804
2021-02-09,24.8700008392334,24.979999542236328,23.920000076293945,24.079999923706055,15097900,0.0,0.0,24.75479995727539,18.578649988174437,42.68774316181603,0.4802624675453829,0.9958659219719569,0.04969482838310957,-0.555801506541562
2021-02-10,24.309999465942383,24.959999084472656,24.100000381469727,24.139999389648438,13755200,0.0,0.0,24.763999938964844,18.642149987220765,44.295298576912884,0.47690670490578263,0.8958378176131985,0.022448062922306944,-0.5546947095123113
2021-02-11,24.149999618530273,24.479999542236328,23.520000457763672,23.770000457763672,12222700,0.0,0.0,24.78199993133545,18.69554998874664,44.47439422386829,0.4795411082035687,0.7999078542172566,-0.025819638140000434,-0.5551188410631346
2021-02-12,23.399999618530273,23.729999542236328,23.09000015258789,23.540000915527344,13457300,0.0,0.0,24.793999938964845,18.73119999408722,46.94168855506203,0.3898561941382413,0.9150337018907464,-0.04773456434481682,-0.5512771382701984
2021-02-16,23.959999084472656,25.3700008392334,23.729999542236328,25.190000534057617,22739200,0.0,0.0,24.82979995727539,18.775149998664855,59.139792297180065,0.452239111384601,1.5108330005707349,0.007197133287824453,-0.5157631620070822
2021-02-17,25.0,26.149999618530273,24.479999542236328,25.469999313354492,21807400,0.0,0.0,24.8307999420166,18.83329999446869,61.38497295235298,0.45374992326338276,1.397708215895715,0.05772422732775939,-0.5103806403455491
2021-02-18,25.110000610351562,25.399999618530273,24.290000915527344,25.200000762939453,14967600,0.0,0.0,24.808799972534178,18.88710000038147,56.37255772771089,0.4552169709503087,0.9453948509090542,0.043910579954097306,-0.4805194468177631
2021-02-19,25.760000228881836,26.989999771118164,25.510000228881836,26.850000381469727,18737400,0.0,0.0,24.815799980163575,18.96545000076294,75.30122336949178,0.5087988271120306,1.154215040264533,0.12957508895209457,-0.4283585334540089
2021-02-22,27.479999542236328,29.790000915527344,26.90999984741211,28.559999465942383,34168800,0.0,0.0,24.823999977111818,19.052649998664855,81.5573940287447,0.5444608932624285,1.9662299511014756,0.2132539658103314,-0.3292626059702787
2021-02-23,28.65999984741211,28.93000030517578,26.25,28.6200008392334,23482000,0.0,0.0,24.851199989318847,19.135750002861023,80.60346652580779,0.530779209166728,1.3275171776720227,0.13616515412686558,-0.27194098602400163
