Date,TLT,Returns,Fast_MA,Slow_MA,MA_Signal,RSI,RSI_Signal,VIX,VIX_MA10,VIX_Absolute,VIX_Spike,VIX_Signal,Realized_Vol,Vol_Percentile,Vol_Signal,Combined_Signal,Position,Trade_Signal,Days_Since_Exit,Peak_Value,Portfolio_Value,Portfolio_Returns_Unlevered,Portfolio_Returns,Portfolio_Value_Levered,BuyHold_Value,BuyHold_Returns
2017-01-26,93.87102508544922,0.0033672381291625086,94.94557571411133,94.27178497314453,1,37.6771326561374,1,10.630000114440918,11.57199993133545,1,1,1,0.124351103215329,0.6349206349206349,1,1,1,0,0,1010004.5661447628,993830.171562813,0.0033672381291625086,0.0033672381291625086,993830.1715628132,1017124.150296316,0.0033672381291625086
2017-01-27,94.20968627929688,0.0036077287271485403,94.98889122009277,94.25416564941406,1,44.19272267526855,1,10.579999923706055,11.475999927520752,1,1,1,0.12241143499840895,0.6071428571428571,1,1,1,0,0,1010004.5661447628,997415.6412226671,0.0036077287271485403,0.0036077287271485403,997415.6412226672,1020793.6583124164,0.0036077287271483183
2017-01-30,93.92616271972656,-0.0030094947851728726,95.00149040222168,94.22146957397462,1,37.17438702149429,1,11.880000114440918,11.54099998474121,1,1,1,0.12245345997732983,0.6111111111111112,1,1,1,0,0,1010004.5661447628,994413.9240517577,-0.0030094947851727616,-0.0030094947851727616,994413.9240517579,1017721.5851209877,-0.0030094947851727616
2017-01-31,94.57978057861328,0.006958847673114166,95.03968353271485,94.18460021972656,1,42.31129000511039,1,11.989999771118164,11.55299997329712,1,1,1,0.1247541887578723,0.6468253968253969,1,1,1,0,0,1010004.5661447628,1001333.8990732576,0.006958847673114166,0.006958847673114166,1001333.8990732579,1024803.7546054851,0.006958847673114388
2017-02-01,93.99498748779297,-0.006183066689758765,95.02855567932129,94.16441223144531,1,37.33314767426993,1,11.8100004196167,11.486000061035156,1,1,1,0.12599873808778725,0.6666666666666666,1,1,1,0,0,1010004.5661447628,995142.5847965715,-0.006183066689758654,-0.006183066689758654,995142.5847965718,1018467.3246468443,-0.006183066689758654
2017-02-02,93.95548248291016,-0.00042028842110275466,94.99734077453613,94.14892044067383,1,38.08992388251871,1,11.930000305175781,11.401000118255615,1,1,1,0.12513959521595766,0.6507936507936508,1,1,1,0,0,1010004.5661447628,994724.3378908354,-0.00042028842110264364,-0.00042028842110264364,994724.3378908357,1018039.2746230238,-0.00042028842110264364
2017-02-03,93.916015625,-0.0004200591265904885,94.89012641906739,94.12793624877929,1,40.047139812098344,1,10.970000267028809,11.344000148773194,1,1,1,0.11005615260665952,0.3531746031746032,1,1,1,0,0,1010004.5661447628,994306.4948542627,-0.0004200591265904885,-0.0004200591265904885,994306.4948542629,1017611.6379344908,-0.0004200591265904885
2017-02-06,94.48429870605469,0.00605097093688256,94.85542640686035,94.11894515991212,1,36.68019327505977,1,11.369999885559082,11.304000091552734,1,1,1,0.10850141223933235,0.32142857142857145,1,1,1,0,0,1010004.5661447628,1000323.0145569794,0.00605097093688256,0.00605097093688256,1000323.0145569796,1023769.176380666,0.00605097093688256
2017-02-07,95.17874908447266,0.007349902448643197,94.81725540161133,94.13121154785156,1,49.17687896069962,1,11.289999961853027,11.326000118255616,1,1,1,0.10783452107842198,0.3055555555555556,1,1,1,0,0,1010004.5661447628,1007675.2911311059,0.007349902448643197,0.007349902448643197,1007675.2911311062,1031293.7799569917,0.007349902448643197
2017-02-08,96.47311401367188,0.013599305954845597,94.84695320129394,94.1665431213379,1,61.750398200700985,1,11.449999809265137,11.390000057220458,1,1,1,0.1186735690376061,0.5674603174603174,1,1,1,0,0,1021378.9757183358,1021378.9757183358,0.013599305954845597,0.013599305954845597,1021378.9757183363,1045318.659599956,0.013599305954845597
2017-02-09,95.36029815673828,-0.011534984314654606,94.80486717224122,94.16566619873046,1,55.2025080346431,1,10.880000114440918,11.415000057220459,1,1,1,0.12523205032931253,0.6706349206349206,1,1,1,0,0,1021378.9757183358,1009597.3852541068,-0.011534984314654606,-0.011534984314654606,1009597.3852541074,1033260.9252576545,-0.011534984314654828
2017-02-10,95.30508422851562,-0.000579003309447601,94.77065010070801,94.15568954467773,1,49.401253086877304,1,10.850000381469727,11.442000102996825,1,1,1,0.12505480448914053,0.6666666666666666,1,1,1,0,0,1021378.9757183358,1009012.8250268351,-0.000579003309447601,-0.000579003309447601,1009012.8250268355,1032662.6637624077,-0.000579003309447268
2017-02-13,95.00518798828125,-0.003146697184751468,94.74427719116211,94.17075561523437,1,51.740799042236205,1,11.069999694824219,11.361000061035156,1,1,1,0.12442669342290702,0.6587301587301587,1,1,1,0,0,1021378.9757183358,1005837.767210945,-0.003146697184751468,-0.003146697184751468,1005837.7672109455,1029413.1870655485,-0.003146697184751579
2017-02-14,94.31853485107422,-0.007227533061581082,94.63356513977051,94.19199157714844,1,55.473051190308,1,10.739999771118164,11.236000061035156,1,1,1,0.11998870195791132,0.5992063492063492,1,1,1,0,0,1021378.9757183358,998568.041493841,-0.007227533061581082,-0.007227533061581082,998568.0414938414,1021973.0692220046,-0.007227533061581193
2017-02-15,93.88446807861328,-0.004602136506322019,94.56296768188477,94.19087951660157,1,50.094865218168465,1,11.970000267028809,11.252000045776366,1,1,1,0.112713781484052,0.42063492063492064,1,1,1,0,0,1021378.9757183358,993972.4950560357,-0.004602136506322019,-0.004602136506322019,993972.4950560363,1017269.8096516602,-0.004602136506321908
2017-02-16,94.39747619628906,0.005464249073086513,94.55070266723632,94.20206970214844,1,51.29337977043481,1,11.760000228881836,11.235000038146973,1,1,1,0.11230218410895962,0.4087301587301587,1,1,1,0,0,1021378.9757183358,999403.8083408191,0.005464249073086513,0.005464249073086513,999403.8083408197,1022828.4252661279,0.005464249073086291
2017-02-17,94.95781707763672,0.0059359731205363975,94.57590408325196,94.22588088989258,1,56.84440804558721,1,11.489999771118164,11.286999988555909,1,1,1,0.1140473676265582,0.4603174603174603,1,1,1,0,0,1021378.9757183358,1005336.242483692,0.0059359731205366195,0.0059359731205366195,1005336.2424836927,1028899.9073054284,0.0059359731205366195
2017-02-21,94.79205322265625,-0.0017456578097718722,94.54556884765626,94.2303530883789,1,51.505774037020075,1,11.569999694824219,11.306999969482423,1,1,1,0.10825306585523198,0.32142857142857145,1,1,1,0,0,1021378.9757183358,1003581.2694205536,-0.0017456578097719833,-0.0017456578097719833,1003581.2694205542,1027103.8001467672,-0.0017456578097718722
2017-02-22,94.9499282836914,0.001665488357598166,94.5558074951172,94.26028915405273,1,57.210687620978895,1,11.739999771118164,11.351999950408935,1,1,1,0.1056025919722881,0.23015873015873015,1,1,1,0,0,1021378.9757183358,1005252.722340677,0.001665488357598166,0.001665488357598166,1005252.7223406777,1028814.4295679565,0.001665488357598166
2017-02-23,95.23406219482422,0.0029924605133337945,94.63971061706543,94.31915786743164,1,59.31049885331295,1,11.710000038146973,11.377999973297118,1,1,1,0.09469914857266216,0.0873015873015873,1,1,1,0,0,1021378.9757183358,1008260.9014182028,0.0029924605133337945,0.0029924605133337945,1008260.9014182036,1031893.1161239864,0.0029924605133335724
2017-02-24,96.29156494140625,0.011104249070239769,94.76073760986328,94.39572021484375,1,65.06493003812584,1,11.470000267028809,11.436999988555907,1,1,1,0.10113001056260418,0.14682539682539683,1,1,1,0,0,1021378.9757183358,1019456.881595335,0.011104249070239769,0.011104249070239769,1019456.8815953358,1043351.5142992928,0.011104249070239547
2017-02-27,95.72335052490234,-0.0059009781059189415,94.83642082214355,94.45432098388672,1,57.85771585555022,1,12.09000015258789,11.560999965667724,1,1,1,0.10383964257304706,0.19444444444444445,1,1,1,0,0,1021378.9757183358,1013441.0888571125,-0.0059009781059189415,-0.0059009781059189415,1013441.0888571133,1037194.7198566356,-0.005900978105918719
2017-02-28,96.07849884033203,0.003710153410659167,94.94403762817383,94.5407600402832,1,55.962557814544496,1,12.920000076293945,11.746000003814697,1,1,1,0.1032929888670133,0.18253968253968253,1,1,1,0,0,1021378.9757183358,1017201.1107694379,0.003710153410659167,0.003710153410659167,1017201.1107694386,1041042.8713840292,0.003710153410658945
2017-03-01,94.46858978271484,-0.016756184547518926,94.9384780883789,94.58573348999023,1,37.24945331297674,1,12.539999961853027,11.926000022888184,1,1,1,0.1187592929850337,0.6071428571428571,1,1,1,0,0,1021378.9757183358,1000156.7012354439,-0.016756184547518926,-0.016756184547518926,1000156.7012354446,1023598.9649092394,-0.016756184547518815
2017-03-02,94.12854766845703,-0.003599525673453341,94.94515609741211,94.62814788818359,1,41.310731446876666,1,11.8100004196167,11.910000038146972,1,1,1,0.11733004734945493,0.5873015873015873,1,1,1,0,0,1021378.9757183358,996556.6115118705,-0.003599525673453341,-0.003599525673453341,996556.6115118712,1019914.4941557284,-0.003599525673453341
2017-03-03,94.37370300292969,0.002604473781282035,94.96606712341308,94.65567169189453,1,43.60113806001443,1,10.960000038146973,11.830000019073486,1,1,1,0.11764402192491624,0.5992063492063492,1,1,1,0,0,1021378.9757183358,999152.1170781165,0.002604473781282035,0.002604473781282035,999152.1170781171,1022570.8347149065,0.002604473781282035
2017-03-06,93.92298889160156,-0.004775844297580822,94.96641578674317,94.68344863891602,1,42.715924869976746,1,11.239999771118164,11.805000019073486,1,1,1,0.11898062575209013,0.626984126984127,1,1,1,0,0,1021378.9757183358,994380.3221373532,-0.004775844297580711,-0.004775844297580711,994380.322137354,1017687.1956250608,-0.004775844297580822
2017-03-07,93.63829803466797,-0.0030311094258527183,94.92411575317382,94.69736328125,1,45.15953554125687,1,11.449999809265137,11.793000030517579,1,1,1,0.11724017064490812,0.5873015873015873,1,1,1,0,0,1021378.9757183358,991366.2465700402,-0.0030311094258527183,-0.0030311094258527183,991366.2465700409,1014602.4743738322,-0.0030311094258526072
2017-03-08,93.13224792480469,-0.005404307003486153,94.82179069519043,94.70448028564454,1,44.701592074985406,1,11.859999656677246,11.805000019073486,1,1,1,0.11473851063294917,0.5198412698412699,1,1,1,0,0,1021378.9757183358,986008.5990206819,-0.005404307003486264,-0.005404307003486264,986008.5990206825,1009119.2511158193,-0.005404307003486153
2017-03-09,92.3889389038086,-0.007981220657277022,94.61758193969726,94.6929507446289,0,36.29704967796403,1,12.300000190734863,11.864000034332275,1,1,1,0.1031525550744261,0.17857142857142858,1,0,0,-1,1,977649.9772985145,977649.9772985145,-0.008477230046948225,-0.008477230046948225,977649.977298515,1001065.2477031578,-0.007981220657277022
2017-03-10,92.71315002441406,0.0035091984435824397,94.48522453308105,94.6938916015625,0,34.17626070690588,1,11.65999984741211,11.882999992370605,1,1,1,0.09870720248237012,0.11904761904761904,1,0,0,0,2,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1004578.1843123221,0.0035091984435822177
2017-03-13,92.12801361083984,-0.006311255883551969,94.32637100219726,94.66958435058594,0,32.26832550463375,1,11.350000381469727,11.809000015258789,1,1,1,0.10017030105544478,0.13095238095238096,1,0,0,0,3,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,998238.034336093,-0.006311255883551969
2017-03-14,92.5708236694336,0.004806464844278935,94.20465278625488,94.64751724243165,0,34.74351547791916,1,12.300000190734863,11.747000026702882,1,1,1,0.10256974769538445,0.1746031746031746,1,0,0,0,4,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1003036.0303543515,0.004806464844278935
2017-03-15,93.70154571533203,0.012214669817956825,94.17380332946777,94.64522979736329,0,41.13498026366891,1,11.630000114440918,11.65600004196167,1,1,1,0.1105194719716853,0.4126984126984127,1,0,0,0,5,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1015287.784280644,0.012214669817956825
2017-03-16,93.2271499633789,-0.005062838060263752,94.14093742370605,94.62542190551758,0,30.99118131730316,1,11.210000038146973,11.596000003814698,1,1,1,0.11076886543931659,0.4246031746031746,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1010147.546644267,-0.005062838060263863
2017-03-17,93.81224060058594,0.0062759682928938965,94.1116756439209,94.61007110595703,0,38.169996004605565,1,11.279999732971191,11.627999973297118,1,1,1,0.11136769480180862,0.4365079365079365,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1016487.2006181511,0.0062759682928938965
2017-03-20,94.21553039550781,0.004298903771405627,94.07456130981446,94.57317565917968,0,38.53632154617386,1,11.34000015258789,11.638000011444092,1,1,1,0.11030083797373037,0.4007936507936508,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1020856.9812784742,0.004298903771405849
2017-03-21,94.99835205078125,0.008308838808073649,94.0848762512207,94.56957672119141,0,53.62928474286055,1,12.470000267028809,11.74000005722046,1,1,1,0.11433709212522332,0.503968253968254,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1029339.1173820137,0.008308838808073649
2017-03-22,95.3779296875,0.003995623382138769,94.10627632141113,94.55829193115234,0,58.51312586881098,1,12.8100004196167,11.835000133514404,1,1,1,0.11504817316085858,0.5436507936507936,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1033451.9688275752,0.003995623382138547
2017-03-23,95.24348449707031,-0.001409604830700184,94.10674743652343,94.54557846069336,0,56.0173631784075,1,13.119999885559082,11.917000102996827,1,1,1,0.1147170228092119,0.5357142857142857,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1031995.2099400194,-0.001409604830700073
2017-03-24,95.58349609375,0.0035699197533050064,94.07134399414062,94.5332080078125,0,61.66649871030959,1,12.960000038146973,12.047000122070312,1,1,1,0.10799040669325187,0.3373015873015873,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1035679.3500253003,0.0035699197533047844
2017-03-27,96.01840209960938,0.004550011493959394,94.08609657287597,94.53378753662109,0,66.37661409113768,1,12.5,12.16200008392334,1,1,1,0.10723065266606564,0.2976190476190476,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1040391.7029719716,0.004550011493959172
2017-03-28,95.3779296875,-0.006670309004360941,94.05106811523437,94.5306932067871,0,65.17106660206784,1,11.529999732971191,12.085000038146973,1,1,1,0.10900852918592803,0.3611111111111111,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1033451.9688275752,-0.006670309004360941
2017-03-29,95.94725799560547,0.005969182912344939,94.1250015258789,94.51898284912109,0,74.61748616574086,1,11.420000076293945,12.064000034332276,1,1,1,0.09217416829202299,0.047619047619047616,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1039620.8326606302,0.005969182912345161
2017-03-30,95.17233276367188,-0.008076575069702163,94.17719078063965,94.51650115966797,0,66.01461501924754,1,11.539999961853027,12.097000026702881,1,1,1,0.09628223958322908,0.1111111111111111,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1031224.2569616203,-0.008076575069702274
2017-03-31,95.44908905029297,0.0029079489656760327,94.23096008300782,94.53262741088867,0,72.53240877816681,1,12.369999885559082,12.20600004196167,1,1,1,0.09637331441170456,0.11507936507936507,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1034223.0044730318,0.0029079489656760327
2017-04-03,96.4118423461914,0.010086563480885102,94.3554027557373,94.57178848266602,0,74.34261168251955,1,12.380000114440918,12.310000038146972,1,1,1,0.09978918148572002,0.14285714285714285,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1044654.7604610408,0.010086563480885102
2017-04-04,95.8888931274414,-0.005424118096117425,94.46793251037597,94.58159118652344,0,65.0194356841256,1,11.789999961853027,12.242000007629395,1,1,1,0.10152190196618609,0.17857142857142858,1,0,0,0,0,977649.9772985145,977649.9772985145,0.0,0.0,977649.977298515,1038988.4296706289,-0.005424118096117425
2017-04-05,96.18203735351562,0.0030571238911332177,94.62042198181152,94.6103288269043,1,70.80768433166106,1,12.890000343322754,12.25,1,1,1,0.09861412398598442,0.13095238095238096,1,1,1,1,0,977649.9772985145,977161.1523098652,-0.0004999999999999449,-0.0004999999999999449,977161.1523098658,1042164.7460215859,0.0030571238911332177
2017-04-06,96.0394058227539,-0.0014829331410134428,94.80294532775879,94.65999694824218,1,66.7254511681844,1,12.390000343322754,12.177000045776367,1,1,1,0.09273591460149795,0.05555555555555555,1,1,1,0,0,977649.9772985145,976200.1877468674,-0.0009834248534402734,-0.0009834248534402734,976200.1877468679,1040619.2853813146,-0.0014829331410134428
2017-04-07,95.65119171142578,-0.004042237746083033,94.94984741210938,94.69560028076172,1,60.80592348941028,1,12.869999885559082,12.168000030517579,1,1,1,0.0949065772805429,0.0992063492063492,1,1,1,0,0,977649.9772985145,972254.1545002237,-0.004042237746083033,-0.004042237746083033,972254.1545002242,1036412.8548266443,-0.004042237746083033
2017-04-10,96.09489440917969,0.004638757654923165,95.14819145202637,94.73330444335937,1,58.697446547913835,1,14.050000190734863,12.323000049591064,1,1,1,0.0906999066434508,0.04365079365079365,1,1,1,0,0,977649.9772985145,976764.2059019424,0.004638757654923165,0.004638757654923165,976764.2059019429,1041220.5228906322,0.004638757654923165
2017-04-11,97.00613403320312,0.009482705919247936,95.36995697021484,94.79490386962891,1,61.90994932696386,1,15.069999694824219,12.677000045776367,1,1,1,0.09399227548306524,0.0992063492063492,1,1,1,0,0,986026.5736189584,986026.5736189584,0.009482705919247936,0.009482705919247936,986026.5736189587,1051094.1109062897,0.009482705919247936
2017-04-12,97.53702545166016,0.00547276132327168,95.56173095703124,94.85404876708985,1,65.85705499402366,1,15.770000457763672,13.11200008392334,1,0,0,0.08743431575252308,0.031746031746031744,1,0,0,-1,1,990927.1502839212,990927.1502839212,0.0049700249426103404,0.0049700249426103404,990927.1502839215,1056846.4981035762,0.00547276132327168
2017-04-13,97.83820343017578,0.0030878323090228754,95.79228363037109,94.9309130859375,1,65.67272619278691,1,15.960000038146973,13.554000091552734,1,1,1,0.08336645493986167,0.011904761904761904,1,1,0,0,2,990927.1502839212,990927.1502839212,0.0,0.0,990927.1502839215,1060109.8628660983,0.0030878323090230975
