Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-02-26,8.501065172257652,8.610484112482965,8.467397620796538,8.484230995178223,130900,0.0,0.0,0.0
2020-02-27,8.349561653498403,8.400062584567959,8.189640165483215,8.21489143371582,176500,0.0,0.0,0.0
2020-02-28,7.987635681120234,8.172807654266471,7.962385212913264,8.164390563964844,237600,0.0,0.0,0.0
2020-03-02,8.20647531877429,8.374813113491614,8.181224850241172,8.349562644958496,104900,0.0,0.0,0.0
2020-03-03,8.37481311893477,8.526317535627792,8.34956265038524,8.383230209350586,125200,0.0,0.0,0.0
2020-03-04,8.543149063575028,8.543149063575028,8.42531303406498,8.526315689086914,73700,0.0,0.0,0.0
2020-03-05,8.408478872258796,8.54314907920103,8.374811320523238,8.467397689819336,67700,0.0,0.0,0.0
2020-03-06,8.30747701621108,8.416896770551993,8.265392371818754,8.374812126159668,99200,0.0,0.0,0.0
2020-03-09,8.080222304186606,8.09705568258182,7.356368571139886,7.558373928070068,230500,0.0,0.0,0.0
2020-03-10,7.7267108173153956,7.903465666165674,7.5920406091814225,7.886631488800049,231000,0.0,0.0,0.0
2020-03-11,7.6088728309030875,7.869796921649052,7.491036015292388,7.566788196563721,140300,0.0,0.0,0.0
2020-03-12,6.85135305464449,6.9607727897320375,6.733516231619974,6.767183780670166,216300,0.0,0.0,0.0
2020-03-13,6.977607199544447,7.120694504940114,6.733517231992626,6.935522556304932,336700,0.0,0.0,0.0
2020-03-16,6.312672591690468,6.481010366929315,5.98441372930026,6.228503704071045,399600,0.0,0.0,0.0
2020-03-17,6.270587204044343,6.708265769142552,6.270587204044343,6.58201265335083,157300,0.0,0.0,0.0
2020-03-18,6.178001763801469,6.438925490430428,5.849742532351501,5.967579364776611,250200,0.0,0.0,0.0
2020-03-19,5.984413672139318,6.253754109948831,5.975996582783315,6.152751445770264,125100,0.0,0.0,0.0
2020-03-20,6.169585282062991,6.5062612338895995,6.169585282062991,6.228503704071045,150600,0.0,0.0,0.0
2020-03-23,6.127500426800195,6.220085993257952,6.001246907309128,6.043331146240234,414900,0.0,0.0,0.0
2020-03-24,6.3295056754743655,6.817685972858271,6.3295056754743655,6.733516693115234,176700,0.0,0.0,0.0
2020-03-25,6.758767676506597,7.002857643323464,6.666182103816683,6.868187427520752,197000,0.0,0.0,0.0
2020-03-26,6.918688326266748,6.99444051420398,6.640930437613181,6.986023426055908,156200,0.0,0.0,0.0
2020-03-27,6.80085145732603,6.910271194466641,6.741933446057125,6.885020732879639,165500,0.0,0.0,0.0
2020-03-30,6.901854219899767,7.196445886485408,6.901854219899767,7.154361248016357,71900,0.0,0.0,0.0
2020-03-31,7.2806149455714015,7.406868871120424,7.120694269779974,7.331116676330566,121000,0.0,0.0,0.0
2020-04-01,7.103859889014486,7.188029170309245,7.028108499086509,7.070192337036133,124600,0.0,0.0,0.0
2020-04-02,6.986024524255853,7.339534255069371,6.986024524255853,7.238531589508057,107200,0.0,0.0,0.0
2020-04-03,7.27219825354847,7.474203559917049,7.179611886106237,7.4068684577941895,36300,0.0,0.0,0.0
2020-04-06,7.650959025486946,7.701459954834629,7.474204167374456,7.684626579284668,96600,0.0,0.0,0.0
2020-04-07,7.827713926022525,7.996051695923458,7.777212193703344,7.819296836853027,110100,0.0,0.0,0.0
2020-04-08,7.903465666165674,7.91188195215073,7.7267108173153956,7.886631488800049,132200,0.0,0.0,0.0
2020-04-09,7.996052225377466,8.155972916697959,7.9118829335048755,7.987635135650635,73900,0.0,0.0,0.0
2020-04-13,7.98763473844906,8.139139135206712,7.852964520307956,8.130722045898438,103900,0.0,0.0,0.0
2020-04-14,8.273810464812946,8.391647322864975,8.164390697199902,8.290644645690918,133600,0.0,0.0,0.0
2020-04-15,8.33272755233285,8.383229286570877,8.122305131287092,8.357978820800781,240300,0.0,0.0,0.0
2020-04-16,8.248559973489199,8.484232886246627,8.206475324108034,8.383230209350586,115500,0.0,0.0,0.0
2020-04-17,8.458979556362777,8.618900206678937,8.341142738494582,8.509480476379395,289500,0.0,0.0,0.0
2020-04-20,8.568400367247595,8.795656141377549,8.467397711778975,8.627318382263184,122300,0.0,0.0,0.0
2020-04-21,8.551566205704352,8.652568861358606,8.475814013289224,8.568400382995605,76800,0.0,0.0,0.0
2020-04-22,8.745155322316624,8.795656249321826,8.635735576875,8.711487770080566,102800,0.0,0.0,0.0
2020-04-23,8.719904925989525,8.989246173444467,8.66098690437337,8.820907592773438,183000,0.0,0.0,0.0
2020-04-24,8.938743615107606,9.006078720092773,8.86299142132485,9.006078720092773,93500,0.0,0.0,0.0
2020-04-27,9.081831932067871,9.115499488335029,8.980829263266397,9.081831932067871,125100,0.0,0.0,0.0
2020-04-28,9.081831048181014,9.132332779015613,8.963994211365472,9.064997673034668,132700,0.0,0.0,0.0
2020-04-29,9.14074997912402,9.241752648193595,9.098666135701759,9.18283462524414,130100,0.0,0.0,0.0
2020-04-30,9.140749963008371,9.233336344848976,9.006079737819704,9.115499496459961,86200,0.0,0.0,0.0
2020-05-01,9.090248061178883,9.090248061178883,8.753571731388393,8.955577850341797,75300,0.0,0.0,0.0
2020-05-04,8.913492311949845,9.258584893172838,8.837740125301346,9.241750717163086,268600,0.0,0.0,0.0
2020-05-05,9.241752719439983,9.41850759234884,9.191251785864806,9.325922012329102,186100,0.0,0.0,0.0
2020-05-06,9.283836265222405,9.41009018958782,9.098665127136233,9.107081413269043,71600,0.0,0.0,0.0
2020-05-07,9.30908762639464,9.33433809044543,9.149166147778146,9.157583236694336,46600,0.0,0.0,0.0
2020-05-08,9.30908859571773,9.384839995757833,9.199668836507099,9.3175048828125,145300,0.0,0.0,0.0
2020-05-11,9.258585936605794,9.334338131791487,9.132332813094829,9.166000366210938,182000,0.0,0.0,0.0
2020-05-12,9.090247139138059,9.275419061605605,9.048162501845749,9.05657958984375,49100,0.0,0.0,0.0
2020-05-13,9.073413734664108,9.191250568562827,8.804073317407333,8.862991333007812,133200,0.0,0.0,0.0
2020-05-14,8.694653498527007,8.745155227683483,8.50106527593898,8.660985946655273,364500,0.0,0.0,0.0
2020-05-15,8.585232840859343,8.753570582308022,8.585232840859343,8.728320121765137,57100,0.0,0.0,0.0
2020-05-18,8.83774101451046,9.006078778056818,8.83774101451046,8.955577850341797,74600,0.0,0.0,0.0
2020-05-19,8.90507601483636,9.0060786717722,8.871408462524414,8.871408462524414,68400,0.0,0.0,0.0
2020-05-20,8.963994148145785,9.006078789761514,8.871408578749403,8.989245414733887,21000,0.0,0.0,0.0
2020-05-21,8.947160614749436,8.972411078192817,8.812490406121047,8.862991333007812,51600,0.0,0.0,0.0
2020-05-22,8.820906716307165,8.93874355052877,8.820906716307165,8.930326461791992,38300,0.0,0.0,0.0
2020-05-26,9.006078755395373,9.157583143554762,8.9808282916014,9.107081413269043,201800,0.0,0.0,0.0
2020-05-27,9.267003981170554,9.300671537758454,9.081832018588168,9.292254447937012,66000,0.0,0.0,0.0
2020-05-28,9.359589601059435,9.384840067933661,9.258586930864656,9.300671577453613,61500,0.0,0.0,0.0
2020-05-29,9.36800573424203,9.426923751831055,9.208084254074983,9.426923751831055,150800,0.0,0.0,0.0
2020-06-01,9.410091368065743,9.452175212093502,9.34275625438388,9.435341835021973,128700,0.0,0.0,0.0
2020-06-02,9.511093058650193,9.553177701039797,9.45217423822563,9.494258880615234,140400,0.0,0.0,0.0
2020-06-03,9.511092144666144,9.586844333148344,9.477424594529356,9.50267505645752,111200,0.0,0.0,0.0
2020-06-04,9.443756959866674,9.494257883270992,9.283835496125018,9.393255233764648,62900,0.0,0.0,0.0
2020-06-05,9.393256300493581,9.553177782396444,9.393256300493581,9.511093139648438,167500,0.0,0.0,0.0
2020-06-08,9.511093221773349,9.654180526733398,9.477425667823796,9.654180526733398,200900,0.0,0.0,0.0
2020-06-09,9.519510290196804,9.586845397949219,9.27542032391985,9.586845397949219,66100,0.0,0.0,0.0
2020-06-10,9.519510169610593,9.595261562849146,9.43534088463737,9.561594009399414,51100,0.0,0.0,0.0
2020-06-11,9.258585806957619,9.34275508991816,8.955577833155658,9.014495849609375,177800,0.0,0.0,0.0
2020-06-12,9.199668884277344,9.258586907735983,9.039747388178371,9.199668884277344,194600,0.0,0.0,0.0
2020-06-15,8.963994205110861,9.216501253712106,8.93874374106007,9.157583236694336,44600,0.0,0.0,0.0
2020-06-16,9.292253482962224,9.426923695328696,9.19966791263472,9.258585929870605,64800,0.0,0.0,0.0
2020-06-17,9.258585836924649,9.317503853569065,9.17441655369168,9.208084106445312,29900,0.0,0.0,0.0
2020-06-18,9.073412925676237,9.208083122297396,9.014494915328903,9.140748023986816,48900,0.0,0.0,0.0
2020-06-19,9.258586803144915,9.28383726967082,9.056581465541967,9.081831932067871,72000,0.0,0.0,0.0
2020-06-22,9.309086618504402,9.309086618504402,9.14074806919765,9.241750717163086,289800,0.0,0.0,0.0
2020-06-23,9.317502972446768,9.325920060513647,9.216500323737321,9.2249174118042,78900,0.0,0.0,0.0
2020-06-24,9.16600131208355,9.216502245620196,9.048164462668266,9.132333755493164,29400,0.0,0.0,0.0
2020-06-25,9.073413895430779,9.208084106445312,9.031329253814295,9.208084106445312,24500,0.0,0.0,0.0
2020-06-26,9.123916578076283,9.123916578076283,9.048164375800713,9.081831932067871,49400,0.0,0.0,0.0
2020-06-29,9.138195991516113,9.180898005599584,9.08695422619449,9.138195991516113,49100,0.156,0.0,0.0
2020-06-30,9.138198886946881,9.266304969787598,9.12965831852948,9.266304969787598,64700,0.0,0.0,0.0
2020-07-01,9.334626485031208,9.334626485031208,9.223601555714177,9.309004783630371,49700,0.0,0.0,0.0
2020-07-02,9.317546002047116,9.437111506855219,9.317546002047116,9.351707458496094,65000,0.0,0.0,0.0
2020-07-06,9.471273297624165,9.548136780965857,9.437111839969347,9.454192161560059,133900,0.0,0.0,0.0
2020-07-07,9.38586812796102,9.548135643342917,9.31754522079179,9.5139741897583,73200,0.0,0.0,0.0
2020-07-08,9.539594879882255,9.62499891932174,9.513973993839722,9.607917785644531,102800,0.0,0.0,0.0
2020-07-09,9.590836175450939,9.624998441108023,9.437110052360271,9.488351821899414,53400,0.0,0.0,0.0
2020-07-10,9.437110589719664,9.496892929077148,9.394408569690052,9.496892929077148,116900,0.0,0.0,0.0
2020-07-13,9.582296748404895,9.642079086385273,9.411489486694336,9.411489486694336,46600,0.0,0.0,0.0
2020-07-14,9.445651382874194,9.573756631558279,9.411489928926885,9.565216064453125,89800,0.0,0.0,0.0
2020-07-15,9.676241494493174,9.847048773075134,9.633539471229348,9.829968452453613,165200,0.0,0.0,0.0
2020-07-16,9.821428062317949,9.906832110388322,9.74456458194929,9.770185470581055,80000,0.0,0.0,0.0
2020-07-17,9.829967647072179,10.026395797729492,9.787265627306981,10.026395797729492,120700,0.0,0.0,0.0
2020-07-20,10.077639075804827,10.239905784678331,10.077639075804827,10.214284896850586,476400,0.0,0.0,0.0
2020-07-21,10.274067670839115,10.308229127533302,10.145962411854255,10.188664436340332,326600,0.0,0.0,0.0
2020-07-22,10.248446484825978,10.410713195800781,10.248446484825978,10.410713195800781,285000,0.0,0.0,0.0
2020-07-23,10.453414587423639,10.461955154451886,10.265526999642013,10.333849906921387,243500,0.0,0.0,0.0
2020-07-24,10.256986306722856,10.333849780087078,10.222824853502457,10.316768646240234,141600,0.0,0.0,0.0
2020-07-27,10.376551142865251,10.513197772289057,10.376551142865251,10.496116638183594,223200,0.0,0.0,0.0
2020-07-28,10.461954724135358,10.461954724135358,10.350929800754681,10.35947036743164,52000,0.0,0.0,0.0
2020-07-29,10.461955065559431,10.496116518908856,9.923911564451009,10.043477058410645,257400,0.0,0.0,0.0
2020-07-30,9.906830542918788,9.958072312074792,9.736022473803486,9.85558795928955,222700,0.0,0.0,0.0
2020-07-31,9.76164554102083,9.83850902000105,9.718943517757003,9.829968452453613,74800,0.0,0.0,0.0
2020-08-03,9.838509006398171,9.872670462067331,9.812887303791289,9.84704875946045,124100,0.0,0.0,0.0
2020-08-04,9.821427485463987,10.02639621142616,9.821427485463987,10.017855644226074,360000,0.0,0.0,0.0
2020-08-05,10.128880815471991,10.180123405418753,10.034937017455151,10.069098472595215,206600,0.0,0.0,0.0
2020-08-06,10.034938705454309,10.069100166340746,9.94953464600148,10.000777244567871,78800,0.0,0.0,0.0
2020-08-07,9.949533587343092,9.975155291136804,9.855589783519642,9.966614723205566,124400,0.0,0.0,0.0
2020-08-10,10.017856501846216,10.043478205639929,9.923912698022766,9.966614723205566,146200,0.0,0.0,0.0
2020-08-11,10.077638467062618,10.111799920260527,9.872669747875165,9.898290634155273,48100,0.0,0.0,0.0
2020-08-12,10.086178894564327,10.145961233216005,10.060557194165083,10.120340347290039,229000,0.0,0.0,0.0
2020-08-13,10.15450251768204,10.171582838015404,9.992234994911739,10.069098472595215,151700,0.0,0.0,0.0
2020-08-14,10.017856846362898,10.120342036115463,10.000776524386414,10.052019119262695,45000,0.0,0.0,0.0
2020-08-17,10.205744203497753,10.274067113177662,10.145961861146167,10.197203636169434,171000,0.0,0.0,0.0
2020-08-18,10.222824693245695,10.222824693245695,10.094718634822465,10.137420654296875,72300,0.0,0.0,0.0
2020-08-19,10.128880726489525,10.248446225666028,10.128880726489525,10.197203636169434,194200,0.0,0.0,0.0
2020-08-20,10.052017768500255,10.265527058592715,10.043477201422963,10.23990535736084,124400,0.0,0.0,0.0
2020-08-21,10.094718831198136,10.197203191246413,10.026395924499285,10.043477058410645,109700,0.0,0.0,0.0
2020-08-24,10.1117992289246,10.23990446603998,10.094718096256823,10.12887954711914,126400,0.0,0.0,0.0
2020-08-25,10.18866476600574,10.291149139404297,10.14596274013799,10.291149139404297,121900,0.0,0.0,0.0
2020-08-26,10.239905411196407,10.368011474609375,10.205743957180944,10.368011474609375,161700,0.0,0.0,0.0
2020-08-27,10.36801039271589,10.376550144473658,10.299687491814403,10.350929260253906,124500,0.0,0.0,0.0
2020-08-28,10.444874511230214,10.624222354884965,10.444874511230214,10.615682601928711,290500,0.0,0.0,0.0
2020-08-31,10.70108551718673,10.70108551718673,10.590060587296612,10.675464630126953,195100,0.0,0.0,0.0
2020-09-01,10.726707747106714,10.735247500231756,10.632763132471057,10.701086044311523,255100,0.0,0.0,0.0
2020-09-02,10.752328954769787,10.752328954769787,10.607142559178463,10.641304016113281,116200,0.0,0.0,0.0
2020-09-03,10.572979965324736,10.658383191241633,10.282607205366045,10.299688339233398,134700,0.0,0.0,0.0
2020-09-04,10.350929451222118,10.44487323807656,10.077637842574113,10.256985664367676,206100,0.0,0.0,0.0
2020-09-08,10.086179698292936,10.163042362195718,9.90683185357309,9.940993309020996,256300,0.0,0.0,0.0
2020-09-09,10.094718748956538,10.205743675055976,10.094718748956538,10.171582221984863,121600,0.0,0.0,0.0
2020-09-10,10.180122871808347,10.248445778507199,10.00077503810554,10.043477058410645,108200,0.0,0.0,0.0
2020-09-11,10.163041436503866,10.163041436503866,10.05201732726571,10.08617877960205,62100,0.0,0.0,0.0
2020-09-14,10.163041063039994,10.256985664367676,10.145960744736113,10.256985664367676,100000,0.0,0.0,0.0
2020-09-15,10.350930111888879,10.436334152279066,10.256986319038305,10.299688339233398,146500,0.0,0.0,0.0
2020-09-16,10.376550882552497,10.376550882552497,10.248445637868453,10.26552677154541,111500,0.0,0.0,0.0
2020-09-17,10.180122130649233,10.21428358151155,10.094718096256823,10.12887954711914,70500,0.0,0.0,0.0
2020-09-18,10.163043980160081,10.163043980160081,9.992236675727893,10.000777244567871,164300,0.0,0.0,0.0
2020-09-21,9.847048533857464,9.90683169076383,9.633539237198532,9.778725624084473,219900,0.0,0.0,0.0
2020-09-22,9.727483015436828,9.821426804706254,9.650619544910363,9.812886238098145,256200,0.0,0.0,0.0
2020-09-23,9.753104129215801,9.761644696023941,9.41148960162305,9.445651054382324,196200,0.0,0.0,0.0
2020-09-24,9.39440803476216,9.565215290681367,9.326085132394475,9.488351821899414,249800,0.0,0.0,0.0
2020-09-25,9.428569908673698,9.488352247307438,9.334626117324495,9.46273136138916,45000,0.0,0.0,0.0
2020-09-28,9.565215962898575,9.693322024695856,9.437110715574592,9.5139741897583,105500,0.0,0.0,0.0
2020-09-29,9.55667495727539,9.616458109159662,9.479812301092634,9.55667495727539,93500,0.0,0.0,0.0
2020-09-30,9.539594534223896,9.59937687098141,9.479812197466382,9.505433082580566,154400,0.0,0.0,0.0
2020-10-01,9.445650640957219,9.513973543485356,9.13819676510736,9.215060234069824,868900,0.0,0.0,0.0
2020-10-02,9.266302510590476,9.309003712398082,9.189439044179636,9.274842262268066,55100,0.0,0.0,0.0
2020-10-05,9.326085322254585,9.462731129771782,9.326085322254585,9.394408226013184,170200,0.0,0.0,0.0
2020-10-06,9.437111166359069,9.479813188997918,9.249222755432129,9.249222755432129,125500,0.0,0.0,0.0
2020-10-07,9.351706207545746,9.445650811068763,9.274842737199007,9.394408226013184,116800,0.0,0.0,0.0
2020-10-08,9.437110672359289,9.437110672359289,9.343166064576822,9.36878776550293,109200,0.0,0.0,0.0
2020-10-09,9.394408753468094,9.445651341400719,9.334626412941118,9.420029640197754,30600,0.0,0.0,0.0
2020-10-12,9.402949320535749,9.437110774333064,9.343166165535468,9.420029640197754,76400,0.0,0.0,0.0
2020-10-13,9.351706273687627,9.351706273687627,9.232141598501062,9.2833833694458,51900,0.0,0.0,0.0
2020-10-14,9.266303349025124,9.27484310147541,9.180899308735938,9.240681648254395,168900,0.0,0.0,0.0
2020-10-15,9.138197060510041,9.215060531957207,9.010091817746947,9.172358512878418,176400,0.0,0.0,0.0
2020-10-16,9.19797913702224,9.266302033766523,9.112575108855301,9.138195991516113,116300,0.0,0.0,0.0
2020-10-19,9.240680939809605,9.445650457894828,9.240680939809605,9.291923522949219,135700,0.0,0.0,0.0
2020-10-20,9.334626230332567,9.505433495977728,9.309004529630826,9.496892929077148,33300,0.0,0.0,0.0
2020-10-21,9.52251404340066,9.693322127610518,9.496893156558505,9.565216064453125,121600,0.0,0.0,0.0
2020-10-22,9.556675497347971,9.582297198663435,9.47127226971635,9.565216064453125,70400,0.0,0.0,0.0
2020-10-23,9.599376859309752,9.607917425828512,9.4798121859401,9.522513389587402,61400,0.0,0.0,0.0
2020-10-26,9.505433148239222,9.505433148239222,9.343165640957606,9.394408226013184,98900,0.0,0.0,0.0
2020-10-27,9.368787837043245,9.368787837043245,9.249222341894962,9.257762908935547,232600,0.0,0.0,0.0
2020-10-28,9.095495550066124,9.095495550066124,9.018632888793945,9.018632888793945,135800,0.0,0.0,0.0
2020-10-29,9.010093052917824,9.155279449004977,8.97593159586634,9.129657745361328,61500,0.0,0.0,0.0
2020-10-30,9.146737458171824,9.266302946487986,9.12111657298738,9.232141494750977,32900,0.0,0.0,0.0
2020-11-02,9.351705728678906,9.39440774495973,9.197979610330444,9.274842262268066,85700,0.0,0.0,0.0
2020-11-03,9.394408753468094,9.51397424899535,9.351706732603123,9.420029640197754,123200,0.0,0.0,0.0
2020-11-04,9.360247459166414,9.360247459166414,9.15527873288992,9.180899620056152,50300,0.0,0.0,0.0
2020-11-05,9.257762656969671,9.445651054382324,9.257762656969671,9.445651054382324,66700,0.0,0.0,0.0
2020-11-06,9.454190486383816,9.58229654074548,9.428569601300783,9.522513389587402,45300,0.0,0.0,0.0
2020-11-09,9.761644962486601,9.915371096862946,9.616458580678223,9.676240921020508,276700,0.0,0.0,0.0
2020-11-10,9.68478182676494,9.804346511631012,9.573756894765495,9.778725624084473,76700,0.0,0.0,0.0
2020-11-11,9.82142790478809,10.026396639501368,9.787266449002543,9.99223518371582,221000,0.0,0.0,0.0
2020-11-12,9.98369326075648,10.017854711904238,9.71894221797966,9.744563102722168,121500,0.0,0.0,0.0
2020-11-13,9.812886249854731,9.881209153854943,9.778724797854624,9.795805931091309,85000,0.0,0.0,0.0
2020-11-16,9.915371990534156,9.932453126156217,9.736024138869402,9.787266731262207,139200,0.0,0.0,0.0
2020-11-17,9.787266731262207,9.812887620221922,9.684782360949972,9.787266731262207,43200,0.0,0.0,0.0
2020-11-18,9.778726038282764,9.855589518651426,9.710403125615812,9.770185470581055,46600,0.0,0.0,0.0
2020-11-19,9.6847807668319,9.744563102722168,9.624998430941632,9.744563102722168,90000,0.0,0.0,0.0
2020-11-20,9.744564182374626,9.778725637307316,9.642079817576558,9.761645317077637,133300,0.0,0.0,0.0
2020-11-23,9.812887731042714,9.906832349078247,9.787266841793652,9.821428298950195,81600,0.0,0.0,0.0
2020-11-24,9.881209363736772,10.128880099616508,9.855588477810807,10.120340347290039,245600,0.0,0.0,0.0
2020-11-25,10.111800531066267,10.214284896850586,10.043477620543387,10.214284896850586,176800,0.0,0.0,0.0
2020-11-27,10.239906214144927,10.265527917520599,10.180123868548442,10.188664436340332,82700,0.0,0.0,0.0
2020-11-30,10.120340219993532,10.171581991200927,10.017855048632201,10.103259086608887,145900,0.0,0.0,0.0
2020-12-01,10.171581564315346,10.23990446603998,10.1117992289246,10.12887954711914,84800,0.0,0.0,0.0
2020-12-02,10.163042047102644,10.402173042297363,10.12034083997167,10.402173042297363,135100,0.0,0.0,0.0
2020-12-03,10.419253796802096,10.649844234398332,10.419253796802096,10.555899620056152,250200,0.0,0.0,0.0
2020-12-04,10.607141071958482,11.358693833623175,10.5986005053039,11.307451248168945,686900,0.0,0.0,0.0
2020-12-07,11.606363653805303,12.263971759571879,11.538040754880807,11.965059280395508,1404700,0.0,0.0,0.0
2020-12-08,12.033384252297267,12.033384252297267,11.623445973657494,11.743011474609375,479900,0.0,0.0,0.0
2020-12-09,11.828415213182067,11.87965698763611,11.290371694574697,11.384315490722656,510500,0.0,0.0,0.0
2020-12-10,11.452637910976328,11.95651995362332,11.452637910976328,11.939438819885254,522100,0.0,0.0,0.0
2020-12-11,11.947979195990504,12.298134287297389,11.845494838618242,12.255433082580566,566500,0.0,0.0,0.0
2020-12-14,12.810557395397334,12.972824097370781,12.520184630785932,12.554346084594727,1079700,0.0,0.0,0.0
2020-12-15,12.59704871704192,12.895962063235642,12.383539416753074,12.853260040283203,585400,0.0,0.0,0.0
2020-12-16,12.85325970091516,12.895961722740125,12.614129518958007,12.750775337219238,319900,0.0,0.0,0.0
2020-12-17,12.810559267186632,12.827640403823457,12.597049946066853,12.648292541503906,347400,0.0,0.0,0.0
2020-12-18,12.639751460946055,12.827639883969638,12.639751460946055,12.784937858581543,215900,0.0,0.0,0.0
2020-12-21,12.537266004043195,12.622669232957376,12.298135008347522,12.605588912963867,368300,0.0,0.0,0.0
2020-12-22,12.554346084594727,12.673911580162159,12.468942857309393,12.554346084594727,288300,0.0,0.0,0.0
2020-12-23,12.622668477313198,13.041147287492127,12.468942348681015,12.947202682495117,384700,0.0,0.0,0.0
2020-12-24,13.015526672509228,13.07530983007543,12.887421418889284,12.964284896850586,152200,0.0,0.0,0.0
2020-12-28,13.194872972561214,13.399841680162679,13.02406571622666,13.229034423828125,534200,0.0,0.0,0.0
2020-12-29,13.297359018254589,13.468167110795195,12.998446485255224,13.160713195800781,283600,0.0,0.0,0.0
2020-12-30,13.292258391158464,13.378237104381633,13.163291141277488,13.232073783874512,276000,0.103,0.0,0.0
2020-12-31,13.240671287672178,13.283660645220255,13.094507963980996,13.180486679077148,210500,0.0,0.0,0.0
2021-01-04,13.507205944938706,13.524401197636072,13.180487944150007,13.318053245544434,347300,0.0,0.0,0.0
2021-01-05,13.30085676144919,14.134847348884104,13.283660690389967,14.126249313354492,890700,0.0,0.0,0.0
2021-01-06,14.186434800698427,14.272413521411472,14.014477359272336,14.031673431396484,739500,0.0,0.0,0.0
2021-01-07,14.18643394042891,14.57333734022183,14.083259153848266,14.538945198059082,520900,0.0,0.0,0.0
