Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,5.942537823696139,5.971410274505615,5.8920109160937795,5.971410274505615,237536000,0.0,0.0
2020-01-03,5.851688546269411,5.919638999446525,5.8267982408176024,5.8758320808410645,205384000,0.0,0.0
2020-01-06,5.782493763678408,5.905700039221264,5.756359156713934,5.900473117828369,262636000,0.0,0.0
2020-01-07,5.928848419045808,6.017706563187655,5.883797196118727,5.9719085693359375,314856000,0.0,0.0
2020-01-08,5.967676046816965,6.0244258788447835,5.927602987861085,5.983108043670654,277108000,0.0,0.0
2020-01-09,6.0694789426504645,6.1212506350669695,5.995057253487531,6.0488200187683105,255112000,0.0,0.0
2020-01-10,6.156095483057426,6.186461474165216,6.066988582177594,6.081175804138184,316296000,0.0,0.0
2020-01-13,6.1643088762984775,6.296973440866973,6.141658411841688,6.271834373474121,319840000,0.0,0.0
2020-01-14,6.229022907846783,6.254411214964361,6.141658323955984,6.154850482940674,359088000,0.0,0.0
2020-01-15,6.16754428868986,6.1899455131991035,6.086402159866249,6.112287998199463,263104000,0.0,0.0
2020-01-16,6.16580181474124,6.201892728222069,6.14240505473656,6.195919036865234,284192000,0.0,0.0
2020-01-17,6.215084215766452,6.222551448412026,6.157090085640523,6.204630374908447,253792000,0.0,0.0
2020-01-21,6.168042628062491,6.2048803152981495,6.137178632668914,6.171278476715088,217916000,0.0,0.0
2020-01-22,6.216579239174049,6.311908605766797,6.197662625090252,6.225290775299072,239240000,0.0,0.0
2020-01-23,6.2653639205825,6.302201135372716,6.176505782975215,6.29373836517334,244516000,0.0,0.0
2020-01-24,6.409229613498436,6.4590102275781955,6.1802396432691555,6.234500408172607,373512000,0.0,0.0
2020-01-27,5.9298430881536515,6.029653066688247,5.780252977773536,5.978628158569336,470536000,0.0,0.0
2020-01-28,6.044587545294466,6.204382745108837,5.991322320441981,6.172025680541992,310976000,0.0,0.0
2020-01-29,6.157589940176437,6.193680863353679,6.071718400565541,6.11154317855835,258848000,0.0,0.0
2020-01-30,6.013722922529771,6.131702738993476,5.9587158710105355,6.118261814117432,290504000,0.0,0.0
2020-01-31,6.072462965058745,6.084410346641112,5.842975536574068,5.884790897369385,370420000,0.0,0.0
2020-02-03,5.866622935364559,6.001279074420457,5.860400477267656,5.981864929199219,255564000,0.0,0.0
2020-02-04,6.1237388918550035,6.170283655700181,6.073709513593315,6.15111780166626,271544000,0.0,0.0
2020-02-05,6.272084141575343,6.282289219268242,6.1580869292600395,6.241469383239746,208220000,0.0,0.0
2020-02-06,6.275817783033483,6.328335762023926,6.194675644500358,6.328335762023926,218284000,0.0,0.0
2020-02-07,6.288262961018029,6.310415423757163,6.236740041379936,6.2621283531188965,189752000,0.0,0.0
2020-02-10,6.284778426217299,6.546125458004338,6.279800269961156,6.545379161834717,529608000,0.0,0.0
2020-02-11,6.653651350553817,6.782582557318181,6.591674587891208,6.6678385734558105,638556000,0.0,0.0
2020-02-12,6.720605149266072,6.790049139533246,6.681776389310906,6.7835774421691895,374644000,0.0,0.0
2020-02-13,6.725583666979016,6.8069745706768785,6.698204283875325,6.739770889282227,528016000,0.0,0.0
2020-02-14,7.1499617209802695,7.341865218316745,7.118600192938907,7.2129340171813965,1041924000,0.0,0.0
2020-02-18,7.10964036654574,7.400109586747636,7.090226220330708,7.381690502166748,620164000,0.0,0.0
2020-02-19,7.50414923299064,7.850620995328489,7.50414923299064,7.832948684692383,694332000,0.0,0.0
2020-02-20,7.784910141275894,7.8732702620915855,7.376212893406577,7.68360710144043,810052000,0.0,0.0
2020-02-21,7.571352905668588,7.596491975227707,7.234588215082686,7.319463729858398,768180000,0.0,0.0
2020-02-24,6.725085479935204,7.015803419302738,6.6705759553181165,6.801996231079102,856916000,0.0,0.0
2020-02-25,6.877164837983016,6.939141597824138,6.420678476149267,6.52247953414917,1055496000,0.0,0.0
2020-02-26,6.5227270749665225,6.856007100159752,6.5212340082546065,6.661863327026367,747732000,0.0,0.0
2020-02-27,6.3483086737227055,6.64966057095951,6.198629094216085,6.291027069091797,906416000,0.004,0.0
2020-02-28,6.038489872052209,6.785642779729529,6.021803597722082,6.726119518280029,1133252000,0.0,0.0
2020-03-02,6.896221855785766,6.913406434424971,6.500230754612157,6.88451623916626,890744000,0.0,0.0
2020-03-03,6.940304039577152,7.000076219802187,6.536592315093682,6.622016906738281,652792000,0.0,0.0
2020-03-04,6.729357727492429,7.095213590189476,6.6546421469896755,7.085749626159668,597408000,0.0,0.0
2020-03-05,6.886259621539514,7.053123800037345,6.7617341293777615,6.806314468383789,540328000,0.0,0.0
2020-03-06,6.626746673139345,6.684277658510622,6.425513393933434,6.625750541687012,515412000,0.0,0.0
2020-03-09,5.974731290221016,6.46038075605868,5.931894788198403,6.112705707550049,614160000,0.0,0.0
2020-03-10,6.389152813651046,6.502222061157227,6.1264044641429605,6.502222061157227,580648000,0.0,0.0
2020-03-11,6.36225494416996,6.390646830013216,6.041228405394459,6.138358116149902,499964000,0.0,0.0
2020-03-12,5.615102713156774,5.880591027364499,5.374519589452378,5.387221336364746,816540000,0.0,0.0
2020-03-13,5.740625318821386,6.002626980343142,5.4694090819834775,5.998144149780273,634836000,0.0,0.0
2020-03-16,5.2900907938596005,5.6310418746785755,4.831588114627378,4.891360282897949,726972000,0.0,0.0
2020-03-17,5.003683989379058,5.500540987795627,4.7568746201324865,5.411131381988525,833632000,0.0,0.0
2020-03-18,4.98350876980243,5.22857467921379,4.4998520428313835,5.051250457763672,874268000,0.0,0.0
2020-03-19,5.0298325317869885,5.397681063684744,4.8163962655111225,5.304038047790527,765512000,0.0,0.0
2020-03-20,5.454215947191174,5.736141627251314,5.1087824811310405,5.124223709106445,804636000,0.0,0.0
2020-03-23,5.123227218008279,5.391455500296012,4.9441596073334635,5.297064781188965,643876000,0.0,0.0
2020-03-24,5.703267250018492,6.2925221398950475,5.679607578330529,6.205852031707764,1101644000,0.0,0.0
2020-03-25,6.320913296588007,6.520652182357888,6.068375632723533,6.117189884185791,793432000,0.0,0.0
2020-03-26,6.3243998510831805,6.530614300481662,6.2262739971016074,6.40658712387085,696108000,0.0,0.0
2020-03-27,6.226273705917233,6.553028618407655,6.193398988350422,6.294264793395996,638828000,0.0,0.0
2020-03-30,6.359765541677423,6.623759917980906,6.315683507570858,6.614544868469238,602252000,0.0,0.0
2020-03-31,6.6546413892766765,6.858863572709345,6.4192883112963175,6.564983367919922,949960000,0.0,0.0
2020-04-01,6.366987304504461,6.513429091294293,6.009101041481331,6.053680896759033,656912000,0.0,0.0
2020-04-02,6.082821375160415,6.375705489949085,6.034754811122155,6.362505912780762,675764000,0.0,0.0
2020-04-03,6.324899124823226,6.366490595902517,5.937126918400337,6.074603080749512,663212000,0.0,0.0
2020-04-06,6.356776811021011,6.721387595066812,6.299245814449324,6.68452787399292,727884000,0.0,0.0
2020-04-07,6.9061841563573525,6.929844305512971,6.408082153446148,6.451168060302734,784520000,0.0,0.0
2020-04-08,6.560251028830771,6.673320278862776,6.490267677106113,6.6484150886535645,542444000,0.0,0.0
2020-04-09,6.77418701355761,6.797099468670892,6.485785735971131,6.548795700073242,525564000,0.0,0.0
2020-04-13,6.4890227180026585,6.729356927930683,6.400609742855064,6.720640182495117,398408000,0.0,0.0
2020-04-14,6.848900953761625,7.105921425129688,6.821256283801942,7.071801662445068,530948000,0.0,0.0
2020-04-15,6.903692936564077,7.077281593572189,6.858365856196307,6.99434757232666,366148000,0.0,0.0
2020-04-16,7.149755276394696,7.446623891363686,7.136555700421312,7.339531898498535,745620000,0.0,0.0
2020-04-17,7.421719341005348,7.4431378364353655,7.146269195802731,7.280258655548096,539120000,0.0,0.0
2020-04-20,7.153740016301722,7.309645780659861,7.104676851709789,7.149007797241211,449388000,0.0,0.0
2020-04-21,7.030959408024558,7.092225554711599,6.652401752330054,6.712173938751221,735160000,0.0,0.0
2020-04-22,6.904440070768403,7.169430577878194,6.858864076780593,7.126593589782715,483356000,0.0,0.0
2020-04-23,7.168683884756797,7.300680607092796,7.048142915270509,7.073297023773193,424160000,0.0,0.0
2020-04-24,7.063084700791808,7.214258231403636,6.988369134935188,7.212265968322754,352328000,0.0,0.0
2020-04-27,7.34675311432739,7.558695402226678,7.322096841808652,7.398804664611816,479388000,0.0,0.0
2020-04-28,7.5462438139288,7.576130137807769,7.250869648474423,7.256348609924316,442904000,0.0,0.0
2020-04-29,7.391084844972564,7.4859733834392905,7.315871448804631,7.4331746101379395,379160000,0.0,0.0
2020-04-30,7.379130791793222,7.433175089308269,7.265314796150154,7.279261589050293,375916000,0.0,0.0
2020-05-01,7.081764954914054,7.195083139359581,6.994348096914766,7.042664051055908,342096000,0.0,0.0
2020-05-04,6.995343614233226,7.268303649724436,6.995343614233226,7.254605770111084,317556000,0.0,0.0
2020-05-05,7.358708704883354,7.478253047929909,7.254605114249709,7.315622806549072,368896000,0.0,0.0
2020-05-06,7.395069678002015,7.521338495598032,7.357213829130768,7.416487693786621,323464000,0.0,0.0
